,zone,x,y
2020-09-18,Krems an der Donau (Stadt),6.0,
2020-09-19,Krems an der Donau (Stadt),0.0,
2020-09-20,Krems an der Donau (Stadt),2.0,
2020-09-21,Krems an der Donau (Stadt),2.0,
2020-09-22,Krems an der Donau (Stadt),7.0,
2020-09-23,Krems an der Donau (Stadt),6.0,1.0
2020-09-24,Krems an der Donau (Stadt),6.0,0.0
2020-09-25,Krems an der Donau (Stadt),2.0,4.0
2020-09-26,Krems an der Donau (Stadt),0.0,
2020-09-27,Krems an der Donau (Stadt),5.0,
2020-09-28,Krems an der Donau (Stadt),5.0,4.0
2020-09-29,Krems an der Donau (Stadt),1.0,2.0
2020-09-30,Krems an der Donau (Stadt),5.0,1.0
2020-10-01,Krems an der Donau (Stadt),3.0,1.0
2020-10-02,Krems an der Donau (Stadt),4.0,0.0
2020-10-03,Krems an der Donau (Stadt),3.0,
2020-10-04,Krems an der Donau (Stadt),0.0,
2020-10-05,Krems an der Donau (Stadt),2.0,2.0
2020-10-06,Krems an der Donau (Stadt),1.0,0.0
2020-10-07,Krems an der Donau (Stadt),3.0,2.0
2020-10-08,Krems an der Donau (Stadt),0.0,1.0
2020-10-09,Krems an der Donau (Stadt),3.0,-1.0
2020-10-10,Krems an der Donau (Stadt),1.0,
2020-10-11,Krems an der Donau (Stadt),1.0,
2020-10-12,Krems an der Donau (Stadt),2.0,3.0
2020-10-13,Krems an der Donau (Stadt),4.0,4.0
2020-10-14,Krems an der Donau (Stadt),1.0,4.0
2020-10-15,Krems an der Donau (Stadt),2.0,2.0
2020-10-16,Krems an der Donau (Stadt),4.0,5.0
2020-10-17,Krems an der Donau (Stadt),2.0,
2020-10-18,Krems an der Donau (Stadt),4.0,
2020-10-19,Krems an der Donau (Stadt),5.0,2.0
2020-10-20,Krems an der Donau (Stadt),12.0,2.0
2020-10-21,Krems an der Donau (Stadt),7.0,3.0
2020-10-22,Krems an der Donau (Stadt),8.0,3.0
2020-10-23,Krems an der Donau (Stadt),6.0,2.0
2020-10-24,Krems an der Donau (Stadt),6.0,
2020-10-25,Krems an der Donau (Stadt),3.0,
2020-10-26,Krems an der Donau (Stadt),3.0,17.0
2020-10-27,Krems an der Donau (Stadt),9.0,5.0
2020-10-28,Krems an der Donau (Stadt),9.0,4.0
2020-10-29,Krems an der Donau (Stadt),9.0,6.0
2020-10-30,Krems an der Donau (Stadt),12.0,6.0
2020-10-31,Krems an der Donau (Stadt),12.0,
2020-11-01,Krems an der Donau (Stadt),18.0,
2020-11-02,Krems an der Donau (Stadt),15.0,6.0
2020-11-03,Krems an der Donau (Stadt),19.0,9.0
2020-11-04,Krems an der Donau (Stadt),17.0,11.0
2020-11-05,Krems an der Donau (Stadt),24.0,11.0
2020-11-06,Krems an der Donau (Stadt),16.0,10.0
2020-11-07,Krems an der Donau (Stadt),9.0,
2020-11-08,Krems an der Donau (Stadt),12.0,
2020-11-09,Krems an der Donau (Stadt),31.0,10.0
2020-11-10,Krems an der Donau (Stadt),16.0,9.0
2020-11-11,Krems an der Donau (Stadt),31.0,11.0
2020-11-12,Krems an der Donau (Stadt),24.0,12.0
2020-11-13,Krems an der Donau (Stadt),19.0,9.0
2020-11-14,Krems an der Donau (Stadt),17.0,
2020-11-15,Krems an der Donau (Stadt),14.0,
2020-11-16,Krems an der Donau (Stadt),23.0,8.0
2020-11-17,Krems an der Donau (Stadt),22.0,15.0
2020-11-18,Krems an der Donau (Stadt),17.0,14.0
2020-11-19,Krems an der Donau (Stadt),13.0,17.0
2020-11-20,Krems an der Donau (Stadt),45.0,17.0
2020-11-21,Krems an der Donau (Stadt),9.0,
2020-11-22,Krems an der Donau (Stadt),4.0,
2020-11-23,Krems an der Donau (Stadt),9.0,14.0
2020-11-24,Krems an der Donau (Stadt),13.0,14.0
2020-11-25,Krems an der Donau (Stadt),7.0,15.0
2020-11-26,Krems an der Donau (Stadt),15.0,16.0
2020-11-27,Krems an der Donau (Stadt),17.0,15.0
2020-11-28,Krems an der Donau (Stadt),8.0,
2020-11-29,Krems an der Donau (Stadt),9.0,
2020-11-30,Krems an der Donau (Stadt),4.0,12.0
2020-12-01,Krems an der Donau (Stadt),11.0,13.0
2020-12-02,Krems an der Donau (Stadt),4.0,15.0
2020-12-03,Krems an der Donau (Stadt),11.0,16.0
2020-12-04,Krems an der Donau (Stadt),3.0,15.0
2020-12-05,Krems an der Donau (Stadt),4.0,
2020-12-06,Krems an der Donau (Stadt),2.0,
2020-12-07,Krems an der Donau (Stadt),3.0,9.0
2020-12-08,Krems an der Donau (Stadt),2.0,19.0
2020-12-09,Krems an der Donau (Stadt),3.0,9.0
2020-12-10,Krems an der Donau (Stadt),5.0,11.0
2020-12-11,Krems an der Donau (Stadt),3.0,10.0
2020-12-12,Krems an der Donau (Stadt),5.0,
2020-12-13,Krems an der Donau (Stadt),5.0,
2020-12-14,Krems an der Donau (Stadt),1.0,8.0
2020-12-15,Krems an der Donau (Stadt),9.0,9.0
2020-12-16,Krems an der Donau (Stadt),2.0,9.0
2020-12-17,Krems an der Donau (Stadt),0.0,10.0
2020-12-18,Krems an der Donau (Stadt),3.0,9.0
2020-12-19,Krems an der Donau (Stadt),3.0,
2020-12-20,Krems an der Donau (Stadt),5.0,
2020-12-21,Krems an der Donau (Stadt),1.0,7.0
2020-12-22,Krems an der Donau (Stadt),5.0,7.0
2020-12-23,Krems an der Donau (Stadt),3.0,9.0
2020-12-24,Krems an der Donau (Stadt),3.0,16.0
2020-12-25,Krems an der Donau (Stadt),0.0,19.0
2020-12-26,Krems an der Donau (Stadt),0.0,
2020-12-27,Krems an der Donau (Stadt),6.0,
2020-12-28,Krems an der Donau (Stadt),6.0,17.0
2020-12-29,Krems an der Donau (Stadt),3.0,16.0
2020-12-30,Krems an der Donau (Stadt),3.0,17.0
2020-12-31,Krems an der Donau (Stadt),6.0,18.0
2021-01-01,Krems an der Donau (Stadt),1.0,
2021-01-02,Krems an der Donau (Stadt),6.0,
2021-01-03,Krems an der Donau (Stadt),2.0,
2021-01-04,Krems an der Donau (Stadt),6.0,16.0
2021-01-05,Krems an der Donau (Stadt),4.0,15.0
2021-01-06,Krems an der Donau (Stadt),0.0,25.0
2021-01-07,Krems an der Donau (Stadt),3.0,16.0
2021-01-08,Krems an der Donau (Stadt),3.0,17.0
2021-01-09,Krems an der Donau (Stadt),0.0,
2021-01-10,Krems an der Donau (Stadt),8.0,
2021-01-11,Krems an der Donau (Stadt),3.0,12.0
2021-01-12,Krems an der Donau (Stadt),3.0,13.0
2021-01-13,Krems an der Donau (Stadt),2.0,13.0
2021-01-14,Krems an der Donau (Stadt),1.0,14.0
2021-01-15,Krems an der Donau (Stadt),4.0,14.0
2021-01-16,Krems an der Donau (Stadt),1.0,
2021-01-17,Krems an der Donau (Stadt),2.0,
2021-01-18,Krems an der Donau (Stadt),2.0,12.0
2021-01-19,Krems an der Donau (Stadt),3.0,11.0
2021-01-20,Krems an der Donau (Stadt),2.0,10.0
2021-01-21,Krems an der Donau (Stadt),7.0,12.0
2021-01-22,Krems an der Donau (Stadt),5.0,13.0
2021-01-23,Krems an der Donau (Stadt),0.0,
2021-01-24,Krems an der Donau (Stadt),0.0,
2021-01-25,Krems an der Donau (Stadt),0.0,10.0
2021-01-26,Krems an der Donau (Stadt),3.0,12.0
2021-01-27,Krems an der Donau (Stadt),1.0,12.0
2021-01-28,Krems an der Donau (Stadt),3.0,14.0
2021-01-29,Krems an der Donau (Stadt),3.0,13.0
2021-01-30,Krems an der Donau (Stadt),1.0,
2021-01-31,Krems an der Donau (Stadt),0.0,
2021-02-01,Krems an der Donau (Stadt),0.0,10.0
2021-02-02,Krems an der Donau (Stadt),4.0,10.0
2021-02-03,Krems an der Donau (Stadt),5.0,11.0
2021-02-04,Krems an der Donau (Stadt),1.0,11.0
2021-02-05,Krems an der Donau (Stadt),0.0,13.0
2021-02-06,Krems an der Donau (Stadt),3.0,
2021-02-07,Krems an der Donau (Stadt),1.0,
2021-02-08,Krems an der Donau (Stadt),4.0,7.0
2021-02-09,Krems an der Donau (Stadt),1.0,8.0
2021-02-10,Krems an der Donau (Stadt),3.0,10.0
2021-02-11,Krems an der Donau (Stadt),5.0,11.0
2021-02-12,Krems an der Donau (Stadt),0.0,11.0
2021-02-13,Krems an der Donau (Stadt),0.0,
2021-02-14,Krems an der Donau (Stadt),3.0,
2021-02-15,Krems an der Donau (Stadt),0.0,8.0
2021-02-16,Krems an der Donau (Stadt),2.0,8.0
2021-02-17,Krems an der Donau (Stadt),0.0,8.0
2021-02-18,Krems an der Donau (Stadt),0.0,9.0
2021-02-19,Krems an der Donau (Stadt),4.0,11.0
2021-02-20,Krems an der Donau (Stadt),0.0,
2021-02-21,Krems an der Donau (Stadt),0.0,
2021-02-22,Krems an der Donau (Stadt),6.0,7.0
2021-02-23,Krems an der Donau (Stadt),2.0,6.0
2021-02-24,Krems an der Donau (Stadt),2.0,7.0
2021-02-25,Krems an der Donau (Stadt),5.0,7.0
2021-02-26,Krems an der Donau (Stadt),1.0,8.0
2021-02-27,Krems an der Donau (Stadt),2.0,
2021-02-28,Krems an der Donau (Stadt),0.0,
2021-03-01,Krems an der Donau (Stadt),2.0,7.0
2021-03-02,Krems an der Donau (Stadt),2.0,8.0
2021-03-03,Krems an der Donau (Stadt),3.0,8.0
2021-03-04,Krems an der Donau (Stadt),2.0,9.0
2021-03-05,Krems an der Donau (Stadt),10.0,11.0
2021-03-06,Krems an der Donau (Stadt),8.0,
2021-03-07,Krems an der Donau (Stadt),1.0,
2021-03-08,Krems an der Donau (Stadt),7.0,8.0
2021-03-09,Krems an der Donau (Stadt),3.0,7.0
2021-03-10,Krems an der Donau (Stadt),6.0,9.0
2021-03-11,Krems an der Donau (Stadt),4.0,10.0
2021-03-12,Krems an der Donau (Stadt),10.0,10.0
2021-03-13,Krems an der Donau (Stadt),8.0,
2021-03-14,Krems an der Donau (Stadt),2.0,
2021-03-15,Krems an der Donau (Stadt),9.0,8.0
2021-03-16,Krems an der Donau (Stadt),7.0,8.0
2021-03-17,Krems an der Donau (Stadt),12.0,9.0
2021-03-18,Krems an der Donau (Stadt),7.0,10.0
2021-03-19,Krems an der Donau (Stadt),18.0,11.0
2021-03-20,Krems an der Donau (Stadt),6.0,
2021-03-21,Krems an der Donau (Stadt),6.0,
2021-03-22,Krems an der Donau (Stadt),8.0,8.0
2021-03-23,Krems an der Donau (Stadt),6.0,7.0
2021-03-24,Krems an der Donau (Stadt),10.0,7.0
2021-03-25,Krems an der Donau (Stadt),5.0,7.0
2021-03-26,Krems an der Donau (Stadt),8.0,7.0
2021-03-27,Krems an der Donau (Stadt),3.0,
2021-03-28,Krems an der Donau (Stadt),4.0,
2021-03-29,Krems an der Donau (Stadt),15.0,5.0
2021-03-30,Krems an der Donau (Stadt),5.0,4.0
2021-03-31,Krems an der Donau (Stadt),6.0,5.0
2021-04-01,Krems an der Donau (Stadt),4.0,10.0
2021-04-02,Krems an der Donau (Stadt),5.0,15.0
2021-04-03,Krems an der Donau (Stadt),7.0,
2021-04-04,Krems an der Donau (Stadt),1.0,
2021-04-05,Krems an der Donau (Stadt),0.0,19.0
2021-04-06,Krems an der Donau (Stadt),7.0,11.0
2021-04-07,Krems an der Donau (Stadt),5.0,13.0
2021-04-08,Krems an der Donau (Stadt),4.0,12.0
2021-04-09,Krems an der Donau (Stadt),8.0,11.0
2021-04-10,Krems an der Donau (Stadt),1.0,
2021-04-11,Krems an der Donau (Stadt),2.0,
2021-04-12,Krems an der Donau (Stadt),1.0,9.0
2021-04-13,Krems an der Donau (Stadt),10.0,12.0
2021-04-14,Krems an der Donau (Stadt),3.0,11.0
2021-04-15,Krems an der Donau (Stadt),5.0,11.0
2021-04-16,Krems an der Donau (Stadt),4.0,11.0
2021-04-17,Krems an der Donau (Stadt),5.0,
2021-04-18,Krems an der Donau (Stadt),2.0,
2021-04-19,Krems an der Donau (Stadt),1.0,10.0
2021-04-20,Krems an der Donau (Stadt),8.0,9.0
2021-04-21,Krems an der Donau (Stadt),4.0,10.0
2021-04-22,Krems an der Donau (Stadt),5.0,10.0
2021-04-23,Krems an der Donau (Stadt),8.0,9.0
2021-04-24,Krems an der Donau (Stadt),4.0,
2021-04-25,Krems an der Donau (Stadt),4.0,
2021-04-26,Krems an der Donau (Stadt),7.0,6.0
2021-04-27,Krems an der Donau (Stadt),5.0,7.0
2021-04-28,Krems an der Donau (Stadt),6.0,7.0
2021-04-29,Krems an der Donau (Stadt),4.0,8.0
2021-04-30,Krems an der Donau (Stadt),3.0,7.0
2021-05-01,Krems an der Donau (Stadt),0.0,
2021-05-02,Krems an der Donau (Stadt),5.0,
2021-05-03,Krems an der Donau (Stadt),2.0,3.0
2021-05-04,Krems an der Donau (Stadt),2.0,4.0
2021-05-05,Krems an der Donau (Stadt),2.0,6.0
2021-05-06,Krems an der Donau (Stadt),6.0,6.0
2021-05-07,Krems an der Donau (Stadt),1.0,6.0
2021-05-08,Krems an der Donau (Stadt),1.0,
2021-05-09,Krems an der Donau (Stadt),0.0,
2021-05-10,Krems an der Donau (Stadt),4.0,2.0
2021-05-11,Krems an der Donau (Stadt),3.0,3.0
2021-05-12,Krems an der Donau (Stadt),0.0,5.0
2021-05-13,Krems an der Donau (Stadt),0.0,26.0
2021-05-14,Krems an der Donau (Stadt),0.0,9.0
2021-05-15,Krems an der Donau (Stadt),0.0,
2021-05-16,Krems an der Donau (Stadt),0.0,
2021-05-17,Krems an der Donau (Stadt),3.0,4.0
2021-05-18,Krems an der Donau (Stadt),0.0,5.0
2021-05-19,Krems an der Donau (Stadt),0.0,3.0
2021-05-20,Krems an der Donau (Stadt),2.0,3.0
2021-05-21,Krems an der Donau (Stadt),2.0,0.0
2021-05-22,Krems an der Donau (Stadt),1.0,
2021-05-23,Krems an der Donau (Stadt),0.0,
2021-05-24,Krems an der Donau (Stadt),0.0,14.0
2021-05-25,Krems an der Donau (Stadt),1.0,2.0
2021-05-26,Krems an der Donau (Stadt),1.0,0.0
2021-05-27,Krems an der Donau (Stadt),2.0,5.0
2021-05-28,Krems an der Donau (Stadt),0.0,1.0
2021-05-29,Krems an der Donau (Stadt),0.0,
2021-05-30,Krems an der Donau (Stadt),1.0,
2021-05-31,Krems an der Donau (Stadt),2.0,1.0
2021-06-01,Krems an der Donau (Stadt),1.0,0.0
2021-06-02,Krems an der Donau (Stadt),1.0,-2.0
2021-06-03,Krems an der Donau (Stadt),1.0,10.0
2021-06-04,Krems an der Donau (Stadt),0.0,2.0
2021-06-05,Krems an der Donau (Stadt),0.0,
2021-06-06,Krems an der Donau (Stadt),3.0,
2021-06-07,Krems an der Donau (Stadt),1.0,0.0
2021-06-08,Krems an der Donau (Stadt),1.0,-1.0
2021-06-09,Krems an der Donau (Stadt),1.0,1.0
2021-06-10,Krems an der Donau (Stadt),1.0,1.0
2021-06-11,Krems an der Donau (Stadt),1.0,0.0
2021-06-12,Krems an der Donau (Stadt),0.0,
2021-06-13,Krems an der Donau (Stadt),1.0,
2021-06-14,Krems an der Donau (Stadt),0.0,-1.0
2021-06-15,Krems an der Donau (Stadt),1.0,-2.0
2021-06-16,Krems an der Donau (Stadt),0.0,-1.0
2021-06-17,Krems an der Donau (Stadt),0.0,-1.0
2021-06-18,Krems an der Donau (Stadt),0.0,-1.0
2021-06-19,Krems an der Donau (Stadt),0.0,
2021-06-20,Krems an der Donau (Stadt),0.0,
2021-06-21,Krems an der Donau (Stadt),0.0,0.0
2021-06-22,Krems an der Donau (Stadt),0.0,-1.0
2021-06-23,Krems an der Donau (Stadt),0.0,-1.0
2021-06-24,Krems an der Donau (Stadt),0.0,0.0
2021-06-25,Krems an der Donau (Stadt),0.0,0.0
2021-06-26,Krems an der Donau (Stadt),0.0,
2021-06-27,Krems an der Donau (Stadt),0.0,
2021-06-28,Krems an der Donau (Stadt),0.0,-2.0
2021-06-29,Krems an der Donau (Stadt),1.0,-2.0
2021-06-30,Krems an der Donau (Stadt),0.0,0.0
2021-07-01,Krems an der Donau (Stadt),0.0,-1.0
2021-07-02,Krems an der Donau (Stadt),0.0,2.0
2021-07-03,Krems an der Donau (Stadt),0.0,
2021-07-04,Krems an der Donau (Stadt),0.0,
2021-07-05,Krems an der Donau (Stadt),0.0,0.0
2021-07-06,Krems an der Donau (Stadt),0.0,-1.0
2021-07-07,Krems an der Donau (Stadt),0.0,-1.0
2021-07-08,Krems an der Donau (Stadt),1.0,0.0
2021-07-09,Krems an der Donau (Stadt),1.0,0.0
2021-07-10,Krems an der Donau (Stadt),0.0,
2021-07-11,Krems an der Donau (Stadt),0.0,
2021-07-12,Krems an der Donau (Stadt),0.0,-1.0
2021-07-13,Krems an der Donau (Stadt),0.0,-1.0
2021-07-14,Krems an der Donau (Stadt),0.0,1.0
2021-07-15,Krems an der Donau (Stadt),1.0,0.0
2021-07-16,Krems an der Donau (Stadt),1.0,-1.0
2021-07-17,Krems an der Donau (Stadt),0.0,
2021-07-18,Krems an der Donau (Stadt),0.0,
2021-07-19,Krems an der Donau (Stadt),0.0,0.0
2021-07-20,Krems an der Donau (Stadt),0.0,1.0
2020-09-01,Kufstein,16.0,5.0
2020-09-02,Kufstein,14.0,2.0
2020-09-03,Kufstein,11.0,1.0
2020-09-04,Kufstein,8.0,0.0
2020-09-05,Kufstein,7.0,-4.0
2020-09-06,Kufstein,0.0,0.0
2020-09-07,Kufstein,9.0,3.0
2020-09-08,Kufstein,20.0,0.0
2020-09-09,Kufstein,14.0,-1.0
2020-09-10,Kufstein,14.0,0.0
2020-09-11,Kufstein,16.0,0.0
2020-09-12,Kufstein,16.0,-5.0
2020-09-13,Kufstein,2.0,-8.0
2020-09-14,Kufstein,9.0,-2.0
2020-09-15,Kufstein,17.0,-1.0
2020-09-16,Kufstein,11.0,-1.0
2020-09-17,Kufstein,5.0,1.0
2020-09-18,Kufstein,5.0,0.0
2020-09-19,Kufstein,8.0,-4.0
2020-09-20,Kufstein,1.0,-5.0
2020-09-21,Kufstein,2.0,0.0
2020-09-22,Kufstein,1.0,0.0
2020-09-23,Kufstein,13.0,2.0
2020-09-24,Kufstein,8.0,1.0
2020-09-25,Kufstein,3.0,6.0
2020-09-26,Kufstein,9.0,5.0
2020-09-27,Kufstein,1.0,0.0
2020-09-28,Kufstein,3.0,4.0
2020-09-29,Kufstein,10.0,4.0
2020-09-30,Kufstein,8.0,2.0
2020-10-01,Kufstein,13.0,1.0
2020-10-02,Kufstein,10.0,3.0
2020-10-03,Kufstein,19.0,3.0
2020-10-04,Kufstein,1.0,-1.0
2020-10-05,Kufstein,3.0,2.0
2020-10-06,Kufstein,10.0,3.0
2020-10-07,Kufstein,13.0,3.0
2020-10-08,Kufstein,13.0,2.0
2020-10-09,Kufstein,15.0,2.0
2020-10-10,Kufstein,16.0,4.0
2020-10-11,Kufstein,6.0,4.0
2020-10-12,Kufstein,4.0,3.0
2020-10-13,Kufstein,20.0,4.0
2020-10-14,Kufstein,16.0,2.0
2020-10-15,Kufstein,8.0,5.0
2020-10-16,Kufstein,19.0,6.0
2020-10-17,Kufstein,21.0,5.0
2020-10-18,Kufstein,0.0,2.0
2020-10-19,Kufstein,9.0,4.0
2020-10-20,Kufstein,11.0,5.0
2020-10-21,Kufstein,17.0,4.0
2020-10-22,Kufstein,87.0,5.0
2020-10-23,Kufstein,55.0,5.0
2020-10-24,Kufstein,43.0,5.0
2020-10-25,Kufstein,66.0,-2.0
2020-10-26,Kufstein,42.0,20.0
2020-10-27,Kufstein,90.0,8.0
2020-10-28,Kufstein,97.0,7.0
2020-10-29,Kufstein,101.0,9.0
2020-10-30,Kufstein,105.0,8.0
2020-10-31,Kufstein,49.0,3.0
2020-11-01,Kufstein,110.0,4.0
2020-11-02,Kufstein,133.0,7.0
2020-11-03,Kufstein,111.0,11.0
2020-11-04,Kufstein,125.0,11.0
2020-11-05,Kufstein,113.0,11.0
2020-11-06,Kufstein,147.0,12.0
2020-11-07,Kufstein,47.0,9.0
2020-11-08,Kufstein,117.0,5.0
2020-11-09,Kufstein,140.0,9.0
2020-11-10,Kufstein,228.0,10.0
2020-11-11,Kufstein,178.0,10.0
2020-11-12,Kufstein,127.0,11.0
2020-11-13,Kufstein,157.0,12.0
2020-11-14,Kufstein,91.0,8.0
2020-11-15,Kufstein,88.0,5.0
2020-11-16,Kufstein,131.0,8.0
2020-11-17,Kufstein,173.0,16.0
2020-11-18,Kufstein,116.0,14.0
2020-11-19,Kufstein,154.0,17.0
2020-11-20,Kufstein,127.0,19.0
2020-11-21,Kufstein,95.0,14.0
2020-11-22,Kufstein,70.0,9.0
2020-11-23,Kufstein,94.0,14.0
2020-11-24,Kufstein,204.0,15.0
2020-11-25,Kufstein,155.0,14.0
2020-11-26,Kufstein,115.0,15.0
2020-11-27,Kufstein,81.0,17.0
2020-11-28,Kufstein,38.0,12.0
2020-11-29,Kufstein,13.0,10.0
2020-11-30,Kufstein,52.0,12.0
2020-12-01,Kufstein,41.0,14.0
2020-12-02,Kufstein,48.0,14.0
2020-12-03,Kufstein,50.0,15.0
2020-12-04,Kufstein,37.0,15.0
2020-12-05,Kufstein,72.0,12.0
2020-12-06,Kufstein,24.0,9.0
2020-12-07,Kufstein,32.0,11.0
2020-12-08,Kufstein,42.0,24.0
2020-12-09,Kufstein,29.0,9.0
2020-12-10,Kufstein,27.0,10.0
2020-12-11,Kufstein,8.0,10.0
2020-12-12,Kufstein,39.0,9.0
2020-12-13,Kufstein,20.0,9.0
2020-12-14,Kufstein,20.0,7.0
2020-12-15,Kufstein,25.0,9.0
2020-12-16,Kufstein,22.0,8.0
2020-12-17,Kufstein,13.0,9.0
2020-12-18,Kufstein,30.0,9.0
2020-12-19,Kufstein,18.0,7.0
2020-12-20,Kufstein,25.0,7.0
2020-12-21,Kufstein,33.0,8.0
2020-12-22,Kufstein,30.0,9.0
2020-12-23,Kufstein,22.0,10.0
2020-12-24,Kufstein,24.0,22.0
2020-12-25,Kufstein,28.0,27.0
2020-12-26,Kufstein,7.0,14.0
2020-12-27,Kufstein,24.0,7.0
2020-12-28,Kufstein,35.0,20.0
2020-12-29,Kufstein,35.0,20.0
2020-12-30,Kufstein,13.0,19.0
2020-12-31,Kufstein,27.0,21.0
2021-01-01,Kufstein,28.0,29.0
2021-01-02,Kufstein,35.0,14.0
2021-01-03,Kufstein,32.0,8.0
2021-01-04,Kufstein,26.0,17.0
2021-01-05,Kufstein,24.0,16.0
2021-01-06,Kufstein,38.0,29.0
2021-01-07,Kufstein,22.0,18.0
2021-01-08,Kufstein,14.0,19.0
2021-01-09,Kufstein,13.0,11.0
2021-01-10,Kufstein,19.0,7.0
2021-01-11,Kufstein,12.0,12.0
2021-01-12,Kufstein,13.0,14.0
2021-01-13,Kufstein,8.0,13.0
2021-01-14,Kufstein,12.0,16.0
2021-01-15,Kufstein,8.0,13.0
2021-01-16,Kufstein,15.0,10.0
2021-01-17,Kufstein,8.0,8.0
2021-01-18,Kufstein,16.0,13.0
2021-01-19,Kufstein,23.0,12.0
2021-01-20,Kufstein,11.0,12.0
2021-01-21,Kufstein,13.0,12.0
2021-01-22,Kufstein,8.0,14.0
2021-01-23,Kufstein,22.0,11.0
2021-01-24,Kufstein,13.0,6.0
2021-01-25,Kufstein,10.0,12.0
2021-01-26,Kufstein,25.0,14.0
2021-01-27,Kufstein,17.0,13.0
2021-01-28,Kufstein,15.0,15.0
2021-01-29,Kufstein,13.0,16.0
2021-01-30,Kufstein,11.0,10.0
2021-01-31,Kufstein,21.0,8.0
2021-02-01,Kufstein,10.0,11.0
2021-02-02,Kufstein,11.0,12.0
2021-02-03,Kufstein,24.0,11.0
2021-02-04,Kufstein,11.0,11.0
2021-02-05,Kufstein,9.0,12.0
2021-02-06,Kufstein,7.0,8.0
2021-02-07,Kufstein,10.0,6.0
2021-02-08,Kufstein,8.0,9.0
2021-02-09,Kufstein,32.0,10.0
2021-02-10,Kufstein,26.0,11.0
2021-02-11,Kufstein,17.0,12.0
2021-02-12,Kufstein,12.0,13.0
2021-02-13,Kufstein,3.0,8.0
2021-02-14,Kufstein,20.0,5.0
2021-02-15,Kufstein,14.0,9.0
2021-02-16,Kufstein,15.0,11.0
2021-02-17,Kufstein,18.0,10.0
2021-02-18,Kufstein,6.0,10.0
2021-02-19,Kufstein,16.0,12.0
2021-02-20,Kufstein,8.0,5.0
2021-02-21,Kufstein,9.0,3.0
2021-02-22,Kufstein,19.0,7.0
2021-02-23,Kufstein,12.0,9.0
2021-02-24,Kufstein,17.0,8.0
2021-02-25,Kufstein,15.0,9.0
2021-02-26,Kufstein,7.0,10.0
2021-02-27,Kufstein,10.0,8.0
2021-02-28,Kufstein,34.0,3.0
2021-03-01,Kufstein,29.0,7.0
2021-03-02,Kufstein,32.0,8.0
2021-03-03,Kufstein,12.0,8.0
2021-03-04,Kufstein,20.0,10.0
2021-03-05,Kufstein,15.0,13.0
2021-03-06,Kufstein,20.0,7.0
2021-03-07,Kufstein,15.0,5.0
2021-03-08,Kufstein,13.0,8.0
2021-03-09,Kufstein,27.0,9.0
2021-03-10,Kufstein,15.0,10.0
2021-03-11,Kufstein,20.0,9.0
2021-03-12,Kufstein,3.0,11.0
2021-03-13,Kufstein,27.0,6.0
2021-03-14,Kufstein,40.0,8.0
2021-03-15,Kufstein,26.0,9.0
2021-03-16,Kufstein,26.0,11.0
2021-03-17,Kufstein,26.0,11.0
2021-03-18,Kufstein,31.0,10.0
2021-03-19,Kufstein,27.0,13.0
2021-03-20,Kufstein,27.0,9.0
2021-03-21,Kufstein,41.0,8.0
2021-03-22,Kufstein,23.0,10.0
2021-03-23,Kufstein,59.0,9.0
2021-03-24,Kufstein,42.0,8.0
2021-03-25,Kufstein,36.0,8.0
2021-03-26,Kufstein,65.0,10.0
2021-03-27,Kufstein,14.0,9.0
2021-03-28,Kufstein,35.0,3.0
2021-03-29,Kufstein,40.0,7.0
2021-03-30,Kufstein,46.0,7.0
2021-03-31,Kufstein,25.0,7.0
2021-04-01,Kufstein,50.0,9.0
2021-04-02,Kufstein,28.0,13.0
2021-04-03,Kufstein,20.0,9.0
2021-04-04,Kufstein,26.0,3.0
2021-04-05,Kufstein,13.0,23.0
2021-04-06,Kufstein,11.0,9.0
2021-04-07,Kufstein,49.0,10.0
2021-04-08,Kufstein,40.0,9.0
2021-04-09,Kufstein,35.0,9.0
2021-04-10,Kufstein,9.0,5.0
2021-04-11,Kufstein,50.0,5.0
2021-04-12,Kufstein,45.0,9.0
2021-04-13,Kufstein,30.0,10.0
2021-04-14,Kufstein,47.0,8.0
2021-04-15,Kufstein,31.0,9.0
2021-04-16,Kufstein,49.0,9.0
2021-04-17,Kufstein,13.0,8.0
2021-04-18,Kufstein,35.0,8.0
2021-04-19,Kufstein,48.0,8.0
2021-04-20,Kufstein,39.0,8.0
2021-04-21,Kufstein,50.0,6.0
2021-04-22,Kufstein,30.0,9.0
2021-04-23,Kufstein,22.0,8.0
2021-04-24,Kufstein,14.0,4.0
2021-04-25,Kufstein,16.0,3.0
2021-04-26,Kufstein,20.0,6.0
2021-04-27,Kufstein,30.0,7.0
2021-04-28,Kufstein,27.0,6.0
2021-04-29,Kufstein,36.0,7.0
2021-04-30,Kufstein,11.0,7.0
2021-05-01,Kufstein,46.0,10.0
2021-05-02,Kufstein,11.0,8.0
2021-05-03,Kufstein,29.0,5.0
2021-05-04,Kufstein,15.0,6.0
2021-05-05,Kufstein,11.0,7.0
2021-05-06,Kufstein,8.0,7.0
2021-05-07,Kufstein,18.0,9.0
2021-05-08,Kufstein,2.0,3.0
2021-05-09,Kufstein,8.0,0.0
2021-05-10,Kufstein,12.0,4.0
2021-05-11,Kufstein,14.0,5.0
2021-05-12,Kufstein,15.0,4.0
2021-05-13,Kufstein,4.0,28.0
