,zone,x,y
2020-10-21,Bludenz,20.0,3.0
2020-10-22,Bludenz,24.0,3.0
2020-10-23,Bludenz,27.0,4.0
2020-10-24,Bludenz,26.0,5.0
2020-10-25,Bludenz,10.0,0.0
2020-10-26,Bludenz,23.0,24.0
2020-10-27,Bludenz,35.0,7.0
2020-10-28,Bludenz,27.0,7.0
2020-10-29,Bludenz,44.0,9.0
2020-10-30,Bludenz,41.0,7.0
2020-10-31,Bludenz,39.0,4.0
2020-11-01,Bludenz,45.0,5.0
2020-11-02,Bludenz,35.0,7.0
2020-11-03,Bludenz,51.0,9.0
2020-11-04,Bludenz,80.0,10.0
2020-11-05,Bludenz,53.0,10.0
2020-11-06,Bludenz,55.0,10.0
2020-11-07,Bludenz,62.0,10.0
2020-11-08,Bludenz,58.0,7.0
2020-11-09,Bludenz,38.0,9.0
2020-11-10,Bludenz,72.0,9.0
2020-11-11,Bludenz,46.0,9.0
2020-11-12,Bludenz,98.0,11.0
2020-11-13,Bludenz,59.0,10.0
2020-11-14,Bludenz,62.0,8.0
2020-11-15,Bludenz,31.0,7.0
2020-11-16,Bludenz,40.0,7.0
2020-11-17,Bludenz,36.0,14.0
2020-11-18,Bludenz,64.0,13.0
2020-11-19,Bludenz,51.0,16.0
2020-11-20,Bludenz,57.0,17.0
2020-11-21,Bludenz,61.0,14.0
2020-11-22,Bludenz,12.0,10.0
2020-11-23,Bludenz,9.0,14.0
2020-11-24,Bludenz,20.0,13.0
2020-11-25,Bludenz,51.0,14.0
2020-11-26,Bludenz,41.0,14.0
2020-11-27,Bludenz,35.0,15.0
2020-11-28,Bludenz,27.0,13.0
2020-11-29,Bludenz,12.0,10.0
2020-11-30,Bludenz,10.0,13.0
2020-12-01,Bludenz,37.0,14.0
2020-12-02,Bludenz,26.0,14.0
2020-12-03,Bludenz,20.0,14.0
2020-12-04,Bludenz,32.0,14.0
2020-12-05,Bludenz,43.0,13.0
2020-12-06,Bludenz,33.0,11.0
2020-12-07,Bludenz,25.0,14.0
2020-12-08,Bludenz,16.0,25.0
2020-12-09,Bludenz,14.0,9.0
2020-12-10,Bludenz,21.0,9.0
2020-12-11,Bludenz,14.0,10.0
2020-12-12,Bludenz,22.0,9.0
2020-12-13,Bludenz,17.0,10.0
2020-12-14,Bludenz,4.0,8.0
2020-12-15,Bludenz,11.0,8.0
2020-12-16,Bludenz,20.0,8.0
2020-12-17,Bludenz,17.0,8.0
2020-12-18,Bludenz,14.0,9.0
2020-12-19,Bludenz,19.0,8.0
2020-12-20,Bludenz,15.0,9.0
2020-12-21,Bludenz,10.0,9.0
2020-12-22,Bludenz,7.0,10.0
2020-12-23,Bludenz,31.0,11.0
2020-12-24,Bludenz,2.0,23.0
2020-12-25,Bludenz,6.0,26.0
2020-12-26,Bludenz,1.0,15.0
2020-12-27,Bludenz,8.0,8.0
2020-12-28,Bludenz,10.0,23.0
2020-12-29,Bludenz,23.0,21.0
2020-12-30,Bludenz,20.0,21.0
2020-12-31,Bludenz,6.0,23.0
2021-01-01,Bludenz,10.0,27.0
2021-01-02,Bludenz,3.0,13.0
2021-01-03,Bludenz,22.0,9.0
2021-01-04,Bludenz,8.0,18.0
2021-01-05,Bludenz,18.0,17.0
2021-01-06,Bludenz,26.0,28.0
2021-01-07,Bludenz,9.0,17.0
2021-01-08,Bludenz,14.0,18.0
2021-01-09,Bludenz,12.0,11.0
2021-01-10,Bludenz,9.0,7.0
2021-01-11,Bludenz,2.0,12.0
2021-01-12,Bludenz,9.0,14.0
2021-01-13,Bludenz,20.0,13.0
2021-01-14,Bludenz,12.0,17.0
2021-01-15,Bludenz,18.0,20.0
2021-01-16,Bludenz,5.0,9.0
2021-01-17,Bludenz,8.0,11.0
2021-01-18,Bludenz,15.0,13.0
2021-01-19,Bludenz,10.0,11.0
2021-01-20,Bludenz,24.0,11.0
2021-01-21,Bludenz,37.0,12.0
2021-01-22,Bludenz,15.0,13.0
2021-01-23,Bludenz,3.0,11.0
2021-01-24,Bludenz,14.0,8.0
2021-01-25,Bludenz,6.0,12.0
2021-01-26,Bludenz,8.0,13.0
2021-01-27,Bludenz,15.0,13.0
2021-01-28,Bludenz,6.0,14.0
2021-01-29,Bludenz,15.0,14.0
2021-01-30,Bludenz,10.0,11.0
2021-01-31,Bludenz,8.0,8.0
2021-02-01,Bludenz,6.0,11.0
2021-02-02,Bludenz,10.0,12.0
2021-02-03,Bludenz,12.0,11.0
2021-02-04,Bludenz,8.0,11.0
2021-02-05,Bludenz,4.0,11.0
2021-02-06,Bludenz,9.0,9.0
2021-02-07,Bludenz,7.0,10.0
2021-02-08,Bludenz,11.0,8.0
2021-02-09,Bludenz,16.0,10.0
2021-02-10,Bludenz,4.0,10.0
2021-02-11,Bludenz,5.0,12.0
2021-02-12,Bludenz,6.0,12.0
2021-02-13,Bludenz,11.0,8.0
2021-02-14,Bludenz,9.0,6.0
2021-02-15,Bludenz,0.0,8.0
2021-02-16,Bludenz,7.0,10.0
2021-02-17,Bludenz,9.0,9.0
2021-02-18,Bludenz,6.0,10.0
2021-02-19,Bludenz,9.0,10.0
2021-02-20,Bludenz,8.0,6.0
2021-02-21,Bludenz,8.0,5.0
2021-02-22,Bludenz,5.0,7.0
2021-02-23,Bludenz,7.0,7.0
2021-02-24,Bludenz,10.0,7.0
2021-02-25,Bludenz,7.0,8.0
2021-02-26,Bludenz,6.0,9.0
2021-02-27,Bludenz,11.0,9.0
2021-02-28,Bludenz,7.0,4.0
2021-03-01,Bludenz,8.0,7.0
2021-03-02,Bludenz,6.0,7.0
2021-03-03,Bludenz,6.0,7.0
2021-03-04,Bludenz,18.0,8.0
2021-03-05,Bludenz,11.0,12.0
2021-03-06,Bludenz,8.0,7.0
2021-03-07,Bludenz,4.0,8.0
2021-03-08,Bludenz,2.0,9.0
2021-03-09,Bludenz,6.0,8.0
2021-03-10,Bludenz,4.0,7.0
2021-03-11,Bludenz,15.0,8.0
2021-03-12,Bludenz,8.0,9.0
2021-03-13,Bludenz,1.0,7.0
2021-03-14,Bludenz,5.0,9.0
2021-03-15,Bludenz,0.0,9.0
2021-03-16,Bludenz,5.0,9.0
2021-03-17,Bludenz,4.0,9.0
2021-03-18,Bludenz,7.0,8.0
2021-03-19,Bludenz,9.0,10.0
2021-03-20,Bludenz,1.0,8.0
2021-03-21,Bludenz,5.0,8.0
2021-03-22,Bludenz,2.0,9.0
2021-03-23,Bludenz,9.0,5.0
2021-03-24,Bludenz,12.0,6.0
2021-03-25,Bludenz,6.0,7.0
2021-03-26,Bludenz,8.0,6.0
2021-03-27,Bludenz,7.0,8.0
2021-03-28,Bludenz,3.0,3.0
2021-03-29,Bludenz,5.0,7.0
2021-03-30,Bludenz,7.0,5.0
2021-03-31,Bludenz,9.0,5.0
2021-04-01,Bludenz,9.0,7.0
2021-04-02,Bludenz,13.0,10.0
2021-04-03,Bludenz,9.0,7.0
2021-04-04,Bludenz,1.0,2.0
2021-04-05,Bludenz,10.0,23.0
2021-04-06,Bludenz,16.0,7.0
2021-04-07,Bludenz,9.0,10.0
2021-04-08,Bludenz,27.0,7.0
2021-04-09,Bludenz,12.0,7.0
2021-04-10,Bludenz,17.0,5.0
2021-04-11,Bludenz,10.0,4.0
2021-04-12,Bludenz,7.0,9.0
2021-04-13,Bludenz,1.0,8.0
2021-04-14,Bludenz,8.0,6.0
2021-04-15,Bludenz,5.0,8.0
2021-04-16,Bludenz,11.0,6.0
2021-04-17,Bludenz,2.0,7.0
2021-04-18,Bludenz,8.0,8.0
2021-04-19,Bludenz,20.0,7.0
2021-04-20,Bludenz,5.0,6.0
2021-04-21,Bludenz,20.0,6.0
2021-04-22,Bludenz,19.0,7.0
2021-04-23,Bludenz,8.0,7.0
2021-04-24,Bludenz,21.0,4.0
2021-04-25,Bludenz,9.0,3.0
2021-04-26,Bludenz,7.0,6.0
2021-04-27,Bludenz,13.0,5.0
2021-04-28,Bludenz,12.0,5.0
2021-04-29,Bludenz,18.0,7.0
2021-04-30,Bludenz,8.0,5.0
2021-05-01,Bludenz,8.0,12.0
2021-05-02,Bludenz,10.0,7.0
2021-05-03,Bludenz,12.0,4.0
2021-05-04,Bludenz,2.0,4.0
2021-05-05,Bludenz,7.0,7.0
2021-05-06,Bludenz,10.0,6.0
2021-05-07,Bludenz,13.0,6.0
2021-05-08,Bludenz,6.0,3.0
2021-05-09,Bludenz,3.0,1.0
2021-05-10,Bludenz,10.0,4.0
2021-05-11,Bludenz,10.0,6.0
2021-05-12,Bludenz,8.0,2.0
2021-05-13,Bludenz,15.0,25.0
2021-05-14,Bludenz,6.0,10.0
2021-05-15,Bludenz,7.0,6.0
2021-05-16,Bludenz,7.0,6.0
2021-05-17,Bludenz,5.0,4.0
2021-05-18,Bludenz,9.0,4.0
2021-05-19,Bludenz,2.0,3.0
2021-05-20,Bludenz,3.0,4.0
2021-05-21,Bludenz,2.0,3.0
2021-05-22,Bludenz,6.0,2.0
2021-05-23,Bludenz,3.0,2.0
2021-05-24,Bludenz,0.0,22.0
2021-05-25,Bludenz,13.0,2.0
2021-05-26,Bludenz,8.0,2.0
2021-05-27,Bludenz,7.0,4.0
2021-05-28,Bludenz,8.0,1.0
2021-05-29,Bludenz,2.0,2.0
2021-05-30,Bludenz,6.0,0.0
2021-05-31,Bludenz,6.0,1.0
2021-06-01,Bludenz,11.0,1.0
2021-06-02,Bludenz,7.0,-3.0
2021-06-03,Bludenz,5.0,16.0
2021-06-04,Bludenz,5.0,7.0
2021-06-05,Bludenz,2.0,3.0
2021-06-06,Bludenz,3.0,3.0
2021-06-07,Bludenz,2.0,2.0
2021-06-08,Bludenz,3.0,3.0
2021-06-09,Bludenz,0.0,2.0
2021-06-10,Bludenz,3.0,1.0
2021-06-11,Bludenz,1.0,0.0
2021-06-12,Bludenz,0.0,-2.0
2021-06-13,Bludenz,0.0,-3.0
2021-06-14,Bludenz,2.0,0.0
2021-06-15,Bludenz,0.0,0.0
2021-06-16,Bludenz,0.0,0.0
2021-06-17,Bludenz,0.0,0.0
2021-06-18,Bludenz,2.0,-1.0
2021-06-19,Bludenz,1.0,-4.0
2021-06-20,Bludenz,3.0,-2.0
2021-06-21,Bludenz,2.0,1.0
2021-06-22,Bludenz,0.0,1.0
2021-06-23,Bludenz,0.0,0.0
2021-06-24,Bludenz,0.0,2.0
2021-06-25,Bludenz,1.0,1.0
2021-06-26,Bludenz,0.0,-2.0
2021-06-27,Bludenz,0.0,-4.0
2021-06-28,Bludenz,1.0,0.0
2021-06-29,Bludenz,0.0,1.0
2021-06-30,Bludenz,0.0,0.0
2021-07-01,Bludenz,1.0,2.0
2021-07-02,Bludenz,0.0,-1.0
2021-07-03,Bludenz,0.0,-2.0
2021-07-04,Bludenz,0.0,2.0
2021-07-05,Bludenz,0.0,1.0
2021-07-06,Bludenz,1.0,-1.0
2021-07-07,Bludenz,1.0,1.0
2021-07-08,Bludenz,0.0,3.0
2021-07-09,Bludenz,1.0,0.0
2021-07-10,Bludenz,0.0,-4.0
2021-07-11,Bludenz,2.0,-3.0
2021-07-12,Bludenz,0.0,-1.0
2021-07-13,Bludenz,1.0,4.0
2021-07-14,Bludenz,1.0,3.0
2021-07-15,Bludenz,0.0,5.0
2021-07-16,Bludenz,1.0,2.0
2021-07-17,Bludenz,0.0,1.0
2021-07-18,Bludenz,0.0,1.0
2021-07-19,Bludenz,1.0,0.0
2021-07-20,Bludenz,6.0,0.0
2020-09-01,Braunau am Inn,1.0,4.0
2020-09-02,Braunau am Inn,0.0,2.0
2020-09-03,Braunau am Inn,3.0,2.0
2020-09-04,Braunau am Inn,4.0,1.0
2020-09-05,Braunau am Inn,0.0,-4.0
2020-09-06,Braunau am Inn,0.0,
2020-09-07,Braunau am Inn,1.0,3.0
2020-09-08,Braunau am Inn,3.0,1.0
2020-09-09,Braunau am Inn,1.0,0.0
2020-09-10,Braunau am Inn,4.0,0.0
2020-09-11,Braunau am Inn,5.0,-2.0
2020-09-12,Braunau am Inn,4.0,-6.0
2020-09-13,Braunau am Inn,0.0,
2020-09-14,Braunau am Inn,5.0,-3.0
2020-09-15,Braunau am Inn,11.0,-3.0
2020-09-16,Braunau am Inn,3.0,-3.0
2020-09-17,Braunau am Inn,3.0,0.0
2020-09-18,Braunau am Inn,10.0,-1.0
2020-09-19,Braunau am Inn,1.0,-3.0
2020-09-20,Braunau am Inn,0.0,
2020-09-21,Braunau am Inn,5.0,-1.0
2020-09-22,Braunau am Inn,1.0,-1.0
2020-09-23,Braunau am Inn,5.0,2.0
2020-09-24,Braunau am Inn,5.0,1.0
2020-09-25,Braunau am Inn,5.0,5.0
2020-09-26,Braunau am Inn,4.0,4.0
2020-09-27,Braunau am Inn,1.0,0.0
2020-09-28,Braunau am Inn,9.0,4.0
2020-09-29,Braunau am Inn,4.0,2.0
2020-09-30,Braunau am Inn,13.0,1.0
2020-10-01,Braunau am Inn,1.0,1.0
2020-10-02,Braunau am Inn,3.0,1.0
2020-10-03,Braunau am Inn,1.0,2.0
2020-10-04,Braunau am Inn,0.0,-2.0
2020-10-05,Braunau am Inn,4.0,2.0
2020-10-06,Braunau am Inn,9.0,1.0
2020-10-07,Braunau am Inn,11.0,2.0
2020-10-08,Braunau am Inn,5.0,2.0
2020-10-09,Braunau am Inn,10.0,0.0
2020-10-10,Braunau am Inn,7.0,3.0
2020-10-11,Braunau am Inn,9.0,4.0
2020-10-12,Braunau am Inn,22.0,2.0
2020-10-13,Braunau am Inn,7.0,2.0
2020-10-14,Braunau am Inn,3.0,3.0
2020-10-15,Braunau am Inn,9.0,3.0
2020-10-16,Braunau am Inn,13.0,4.0
2020-10-17,Braunau am Inn,6.0,4.0
2020-10-18,Braunau am Inn,3.0,3.0
2020-10-19,Braunau am Inn,16.0,3.0
2020-10-20,Braunau am Inn,13.0,3.0
2020-10-21,Braunau am Inn,24.0,2.0
2020-10-22,Braunau am Inn,23.0,3.0
2020-10-23,Braunau am Inn,21.0,3.0
2020-10-24,Braunau am Inn,15.0,5.0
2020-10-25,Braunau am Inn,14.0,1.0
2020-10-26,Braunau am Inn,29.0,23.0
2020-10-27,Braunau am Inn,48.0,5.0
2020-10-28,Braunau am Inn,45.0,6.0
2020-10-29,Braunau am Inn,54.0,8.0
2020-10-30,Braunau am Inn,33.0,8.0
2020-10-31,Braunau am Inn,53.0,4.0
2020-11-01,Braunau am Inn,58.0,4.0
2020-11-02,Braunau am Inn,57.0,7.0
2020-11-03,Braunau am Inn,109.0,9.0
2020-11-04,Braunau am Inn,81.0,9.0
2020-11-05,Braunau am Inn,63.0,11.0
2020-11-06,Braunau am Inn,105.0,12.0
2020-11-07,Braunau am Inn,64.0,9.0
2020-11-08,Braunau am Inn,112.0,7.0
2020-11-09,Braunau am Inn,77.0,9.0
2020-11-10,Braunau am Inn,21.0,9.0
2020-11-11,Braunau am Inn,141.0,9.0
2020-11-12,Braunau am Inn,133.0,10.0
2020-11-13,Braunau am Inn,60.0,11.0
2020-11-14,Braunau am Inn,36.0,8.0
2020-11-15,Braunau am Inn,104.0,6.0
2020-11-16,Braunau am Inn,60.0,7.0
2020-11-17,Braunau am Inn,66.0,13.0
2020-11-18,Braunau am Inn,129.0,12.0
2020-11-19,Braunau am Inn,112.0,15.0
2020-11-20,Braunau am Inn,104.0,16.0
2020-11-21,Braunau am Inn,96.0,13.0
2020-11-22,Braunau am Inn,42.0,9.0
2020-11-23,Braunau am Inn,62.0,13.0
2020-11-24,Braunau am Inn,56.0,12.0
2020-11-25,Braunau am Inn,107.0,13.0
2020-11-26,Braunau am Inn,111.0,14.0
2020-11-27,Braunau am Inn,85.0,15.0
2020-11-28,Braunau am Inn,62.0,13.0
2020-11-29,Braunau am Inn,28.0,9.0
2020-11-30,Braunau am Inn,50.0,12.0
2020-12-01,Braunau am Inn,95.0,12.0
2020-12-02,Braunau am Inn,37.0,12.0
2020-12-03,Braunau am Inn,79.0,13.0
2020-12-04,Braunau am Inn,82.0,14.0
2020-12-05,Braunau am Inn,30.0,10.0
2020-12-06,Braunau am Inn,23.0,8.0
2020-12-07,Braunau am Inn,37.0,11.0
2020-12-08,Braunau am Inn,50.0,24.0
2020-12-09,Braunau am Inn,40.0,8.0
2020-12-10,Braunau am Inn,58.0,9.0
2020-12-11,Braunau am Inn,52.0,10.0
2020-12-12,Braunau am Inn,53.0,8.0
2020-12-13,Braunau am Inn,31.0,9.0
2020-12-14,Braunau am Inn,28.0,7.0
2020-12-15,Braunau am Inn,51.0,7.0
2020-12-16,Braunau am Inn,50.0,7.0
2020-12-17,Braunau am Inn,26.0,9.0
2020-12-18,Braunau am Inn,23.0,9.0
2020-12-19,Braunau am Inn,17.0,8.0
2020-12-20,Braunau am Inn,13.0,8.0
2020-12-21,Braunau am Inn,19.0,9.0
2020-12-22,Braunau am Inn,19.0,9.0
2020-12-23,Braunau am Inn,40.0,10.0
2020-12-24,Braunau am Inn,47.0,24.0
2020-12-25,Braunau am Inn,19.0,26.0
2020-12-26,Braunau am Inn,22.0,15.0
2020-12-27,Braunau am Inn,10.0,8.0
2020-12-28,Braunau am Inn,29.0,22.0
2020-12-29,Braunau am Inn,31.0,21.0
2020-12-30,Braunau am Inn,30.0,21.0
2020-12-31,Braunau am Inn,8.0,24.0
2021-01-01,Braunau am Inn,8.0,29.0
2021-01-02,Braunau am Inn,38.0,14.0
2021-01-03,Braunau am Inn,21.0,8.0
2021-01-04,Braunau am Inn,53.0,19.0
2021-01-05,Braunau am Inn,32.0,17.0
2021-01-06,Braunau am Inn,23.0,29.0
2021-01-07,Braunau am Inn,22.0,17.0
2021-01-08,Braunau am Inn,52.0,18.0
2021-01-09,Braunau am Inn,36.0,11.0
2021-01-10,Braunau am Inn,4.0,8.0
2021-01-11,Braunau am Inn,30.0,11.0
2021-01-12,Braunau am Inn,40.0,11.0
2021-01-13,Braunau am Inn,19.0,11.0
2021-01-14,Braunau am Inn,35.0,12.0
2021-01-15,Braunau am Inn,16.0,12.0
2021-01-16,Braunau am Inn,19.0,11.0
2021-01-17,Braunau am Inn,5.0,7.0
2021-01-18,Braunau am Inn,18.0,11.0
2021-01-19,Braunau am Inn,37.0,9.0
2021-01-20,Braunau am Inn,18.0,10.0
2021-01-21,Braunau am Inn,16.0,11.0
2021-01-22,Braunau am Inn,29.0,12.0
2021-01-23,Braunau am Inn,15.0,11.0
2021-01-24,Braunau am Inn,16.0,7.0
2021-01-25,Braunau am Inn,22.0,10.0
2021-01-26,Braunau am Inn,23.0,11.0
2021-01-27,Braunau am Inn,28.0,10.0
2021-01-28,Braunau am Inn,19.0,13.0
2021-01-29,Braunau am Inn,21.0,13.0
2021-01-30,Braunau am Inn,19.0,10.0
2021-01-31,Braunau am Inn,27.0,7.0
2021-02-01,Braunau am Inn,16.0,10.0
2021-02-02,Braunau am Inn,23.0,10.0
2021-02-03,Braunau am Inn,16.0,11.0
2021-02-04,Braunau am Inn,40.0,10.0
2021-02-05,Braunau am Inn,29.0,11.0
2021-02-06,Braunau am Inn,32.0,8.0
2021-02-07,Braunau am Inn,16.0,7.0
2021-02-08,Braunau am Inn,9.0,8.0
2021-02-09,Braunau am Inn,36.0,8.0
2021-02-10,Braunau am Inn,55.0,9.0
2021-02-11,Braunau am Inn,6.0,10.0
2021-02-12,Braunau am Inn,46.0,10.0
2021-02-13,Braunau am Inn,6.0,6.0
2021-02-14,Braunau am Inn,29.0,5.0
2021-02-15,Braunau am Inn,23.0,7.0
2021-02-16,Braunau am Inn,30.0,7.0
2021-02-17,Braunau am Inn,36.0,8.0
2021-02-18,Braunau am Inn,15.0,8.0
2021-02-19,Braunau am Inn,52.0,10.0
2021-02-20,Braunau am Inn,27.0,5.0
2021-02-21,Braunau am Inn,24.0,4.0
2021-02-22,Braunau am Inn,39.0,6.0
2021-02-23,Braunau am Inn,15.0,6.0
2021-02-24,Braunau am Inn,45.0,6.0
2021-02-25,Braunau am Inn,36.0,8.0
2021-02-26,Braunau am Inn,55.0,8.0
2021-02-27,Braunau am Inn,44.0,7.0
2021-02-28,Braunau am Inn,32.0,4.0
2021-03-01,Braunau am Inn,35.0,6.0
2021-03-02,Braunau am Inn,71.0,5.0
2021-03-03,Braunau am Inn,43.0,6.0
2021-03-04,Braunau am Inn,64.0,7.0
2021-03-05,Braunau am Inn,36.0,11.0
2021-03-06,Braunau am Inn,38.0,6.0
2021-03-07,Braunau am Inn,38.0,4.0
2021-03-08,Braunau am Inn,40.0,6.0
2021-03-09,Braunau am Inn,52.0,6.0
2021-03-10,Braunau am Inn,44.0,7.0
2021-03-11,Braunau am Inn,46.0,8.0
2021-03-12,Braunau am Inn,25.0,9.0
2021-03-13,Braunau am Inn,40.0,6.0
2021-03-14,Braunau am Inn,35.0,8.0
2021-03-15,Braunau am Inn,21.0,8.0
2021-03-16,Braunau am Inn,60.0,7.0
2021-03-17,Braunau am Inn,46.0,8.0
2021-03-18,Braunau am Inn,58.0,9.0
2021-03-19,Braunau am Inn,52.0,10.0
2021-03-20,Braunau am Inn,47.0,9.0
2021-03-21,Braunau am Inn,39.0,7.0
2021-03-22,Braunau am Inn,44.0,8.0
2021-03-23,Braunau am Inn,44.0,6.0
2021-03-24,Braunau am Inn,74.0,6.0
2021-03-25,Braunau am Inn,55.0,7.0
2021-03-26,Braunau am Inn,63.0,7.0
2021-03-27,Braunau am Inn,55.0,8.0
2021-03-28,Braunau am Inn,67.0,4.0
2021-03-29,Braunau am Inn,49.0,7.0
2021-03-30,Braunau am Inn,68.0,5.0
2021-03-31,Braunau am Inn,74.0,5.0
2021-04-01,Braunau am Inn,46.0,7.0
2021-04-02,Braunau am Inn,52.0,11.0
2021-04-03,Braunau am Inn,38.0,8.0
2021-04-04,Braunau am Inn,67.0,3.0
2021-04-05,Braunau am Inn,42.0,26.0
2021-04-06,Braunau am Inn,51.0,8.0
2021-04-07,Braunau am Inn,48.0,9.0
2021-04-08,Braunau am Inn,45.0,10.0
2021-04-09,Braunau am Inn,41.0,9.0
2021-04-10,Braunau am Inn,55.0,6.0
2021-04-11,Braunau am Inn,24.0,4.0
2021-04-12,Braunau am Inn,30.0,7.0
2021-04-13,Braunau am Inn,55.0,7.0
2021-04-14,Braunau am Inn,56.0,7.0
2021-04-15,Braunau am Inn,29.0,8.0
2021-04-16,Braunau am Inn,43.0,8.0
2021-04-17,Braunau am Inn,32.0,7.0
2021-04-18,Braunau am Inn,30.0,7.0
2021-04-19,Braunau am Inn,31.0,7.0
2021-04-20,Braunau am Inn,63.0,6.0
2021-04-21,Braunau am Inn,36.0,5.0
2021-04-22,Braunau am Inn,51.0,6.0
2021-04-23,Braunau am Inn,39.0,7.0
2021-04-24,Braunau am Inn,39.0,4.0
2021-04-25,Braunau am Inn,36.0,3.0
2021-04-26,Braunau am Inn,24.0,5.0
2021-04-27,Braunau am Inn,29.0,4.0
2021-04-28,Braunau am Inn,42.0,4.0
2021-04-29,Braunau am Inn,25.0,6.0
2021-04-30,Braunau am Inn,27.0,6.0
2021-05-01,Braunau am Inn,38.0,10.0
2021-05-02,Braunau am Inn,11.0,8.0
2021-05-03,Braunau am Inn,21.0,5.0
2021-05-04,Braunau am Inn,27.0,5.0
2021-05-05,Braunau am Inn,23.0,5.0
2021-05-06,Braunau am Inn,22.0,6.0
2021-05-07,Braunau am Inn,10.0,7.0
2021-05-08,Braunau am Inn,10.0,4.0
2021-05-09,Braunau am Inn,10.0,0.0
2021-05-10,Braunau am Inn,13.0,3.0
2021-05-11,Braunau am Inn,26.0,4.0
2021-05-12,Braunau am Inn,11.0,3.0
2021-05-13,Braunau am Inn,7.0,28.0
2021-05-14,Braunau am Inn,10.0,11.0
2021-05-15,Braunau am Inn,12.0,5.0
2021-05-16,Braunau am Inn,6.0,3.0
2021-05-17,Braunau am Inn,4.0,4.0
2021-05-18,Braunau am Inn,10.0,3.0
2021-05-19,Braunau am Inn,4.0,3.0
2021-05-20,Braunau am Inn,8.0,3.0
2021-05-21,Braunau am Inn,10.0,2.0
2021-05-22,Braunau am Inn,4.0,2.0
2021-05-23,Braunau am Inn,6.0,2.0
2021-05-24,Braunau am Inn,5.0,21.0
2021-05-25,Braunau am Inn,6.0,2.0
2021-05-26,Braunau am Inn,2.0,2.0
2021-05-27,Braunau am Inn,13.0,4.0
2021-05-28,Braunau am Inn,5.0,2.0
2021-05-29,Braunau am Inn,5.0,2.0
2021-05-30,Braunau am Inn,3.0,0.0
2021-05-31,Braunau am Inn,10.0,1.0
2021-06-01,Braunau am Inn,26.0,0.0
2021-06-02,Braunau am Inn,8.0,-4.0
2021-06-03,Braunau am Inn,15.0,15.0
2021-06-04,Braunau am Inn,8.0,6.0
2021-06-05,Braunau am Inn,7.0,2.0
2021-06-06,Braunau am Inn,12.0,2.0
2021-06-07,Braunau am Inn,10.0,2.0
2021-06-08,Braunau am Inn,11.0,1.0
2021-06-09,Braunau am Inn,10.0,1.0
2021-06-10,Braunau am Inn,7.0,2.0
2021-06-11,Braunau am Inn,9.0,1.0
2021-06-12,Braunau am Inn,4.0,0.0
2021-06-13,Braunau am Inn,1.0,-2.0
2021-06-14,Braunau am Inn,3.0,0.0
2021-06-15,Braunau am Inn,2.0,-1.0
2021-06-16,Braunau am Inn,2.0,-1.0
2021-06-17,Braunau am Inn,1.0,0.0
2021-06-18,Braunau am Inn,5.0,-1.0
2021-06-19,Braunau am Inn,1.0,-2.0
2021-06-20,Braunau am Inn,0.0,-3.0
2021-06-21,Braunau am Inn,6.0,1.0
2021-06-22,Braunau am Inn,3.0,1.0
2021-06-23,Braunau am Inn,2.0,1.0
2021-06-24,Braunau am Inn,4.0,2.0
2021-06-25,Braunau am Inn,5.0,1.0
2021-06-26,Braunau am Inn,1.0,-2.0
2021-06-27,Braunau am Inn,0.0,-3.0
2021-06-28,Braunau am Inn,4.0,-1.0
2021-06-29,Braunau am Inn,4.0,1.0
2021-06-30,Braunau am Inn,1.0,0.0
2021-07-01,Braunau am Inn,1.0,2.0
2021-07-02,Braunau am Inn,0.0,0.0
2021-07-03,Braunau am Inn,0.0,-2.0
2021-07-04,Braunau am Inn,0.0,-1.0
2021-07-05,Braunau am Inn,2.0,0.0
2021-07-06,Braunau am Inn,4.0,-2.0
2021-07-07,Braunau am Inn,1.0,0.0
2021-07-08,Braunau am Inn,1.0,1.0
2021-07-09,Braunau am Inn,3.0,1.0
2021-07-10,Braunau am Inn,1.0,-4.0
2021-07-11,Braunau am Inn,2.0,0.0
2021-07-12,Braunau am Inn,2.0,1.0
2021-07-13,Braunau am Inn,2.0,3.0
2021-07-14,Braunau am Inn,2.0,3.0
2021-07-15,Braunau am Inn,0.0,2.0
2021-07-16,Braunau am Inn,2.0,1.0
2021-07-17,Braunau am Inn,3.0,0.0
2021-07-18,Braunau am Inn,5.0,1.0
2021-07-19,Braunau am Inn,2.0,2.0
2021-07-20,Braunau am Inn,2.0,1.0
2020-09-01,Bregenz,2.0,4.0
2020-09-02,Bregenz,3.0,1.0
2020-09-03,Bregenz,3.0,1.0
2020-09-04,Bregenz,4.0,0.0
2020-09-05,Bregenz,2.0,-4.0
2020-09-06,Bregenz,4.0,1.0
2020-09-07,Bregenz,5.0,2.0
2020-09-08,Bregenz,5.0,1.0
2020-09-09,Bregenz,3.0,-1.0
2020-09-10,Bregenz,10.0,0.0
2020-09-11,Bregenz,20.0,0.0
2020-09-12,Bregenz,2.0,-5.0
2020-09-13,Bregenz,4.0,-6.0
2020-09-14,Bregenz,9.0,0.0
2020-09-15,Bregenz,6.0,-1.0
2020-09-16,Bregenz,9.0,-1.0
2020-09-17,Bregenz,17.0,0.0
2020-09-18,Bregenz,14.0,0.0
2020-09-19,Bregenz,13.0,-2.0
2020-09-20,Bregenz,17.0,-3.0
2020-09-21,Bregenz,13.0,1.0
2020-09-22,Bregenz,4.0,1.0
